"","station_nbr","date","tmax","tmin","tavg","depart","dewpoint","wetbulb","heat","cool","sunrise","sunset","snowfall","preciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed","TS","GR","RA","DZ","SN","SG","GS","PL","FG+","FG","BR","UP","HZ","FU","DU","SS","SQ","FZ","MI","PR","BC","BL","VC","year","quarter","weekday","daytime"
"13094",17,2013-10-25,"61","35","48","M","35","43","17"," 0","-","-","0.0","0.00","29.67","30.38"," 3.7","15","4.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Friday",NA
"13095",18,2013-10-25,"70","53","62","-3","44","52","3"," 0","399","1064","0.0","0.00","29.78","30.30"," 8.9","11","9.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Friday",665
"13096",19,2013-10-25,"51","32","42","-6","25","36","23"," 0","377","1014","0.0","0.00","29.39","30.19","12.1","24","12.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Friday",637
"13097",20,2013-10-25,"70","52","61","M","46","52","4"," 0","-","-","0.0","0.00","29.58","30.29"," 8.1","10","8.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Friday",NA
"13098",1,2013-10-26,"56","30","43","M","27","37","22"," 0","-","-","M","  T","29.90","30.03"," 8.1","21","8.3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Saturday",NA
"13099",2,2013-10-26,"50","31","41","-5","28","36","24"," 0","373","1010","0.0","  T","28.94","30.02","12.5","23","13.0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Saturday",637
"13100",3,2013-10-26,"67","49","58"," 0","45","50","7"," 0","400","1054","0.0","0.00","29.41","30.16"," 3.0","17","6.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Saturday",654
"13101",4,2013-10-26,"81","62","72"," 4","60","64","0"," 7","401","1069","0.0","0.00","29.44","30.14"," 4.5","15","5.8",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Saturday",668
"13102",5,2013-10-26,"M","M","M","M","29","M","M","M","370","1007","M","M","M","30.05","13.9","22","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Saturday",637
"13103",6,2013-10-26,"82","56","69"," 3","61","64","0"," 4","400","1069","0.0","0.00","29.59","30.13"," 6.1","16","6.8",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Saturday",669
"13104",7,2013-10-26,"63","51","57","M","49","53","8"," 0","-","-","0.0","0.05","28.74","30.14"," 5.1","20","10.1",1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,"2013","Q4","Saturday",NA
"13105",8,2013-10-26,"84","60","72","M","64","66","0"," 7","-","-","M","0.00","29.79","M"," 4.5","16","5.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Saturday",NA
"13106",9,2013-10-26,"51","36","44","M","28","36","21"," 0","-","-","M","0.00","29.28","30.05","12.7","31","13.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Saturday",NA
"13107",10,2013-10-26,"73","52","63","M","50","56","2"," 0","396","1065","M","0.00","30.18","30.19"," 6.4","36","7.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Saturday",669
"13108",11,2013-10-26,"72","47","60","-7","50","53","5"," 0","397","1065","0.0","0.00","30.18","30.20"," 3.1","03","3.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Saturday",668
"13109",12,2013-10-26,"72","51","62","M","51","55","3"," 0","-","-","0.0","0.00","30.16","30.20"," 3.4","02","4.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Saturday",NA
"13110",13,2013-10-26,"60","36","48","M","31","40","17"," 0","-","-","M","0.00","24.44","30.25"," 0.9","18","4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Saturday",NA
"13111",14,2013-10-26,"64","50","57","-1","51","54","8"," 0","406","1062","0.0","0.22","28.74","30.14"," 2.5","18","8.2",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Saturday",656
"13112",15,2013-10-26,"51","22","37","-7","26","34","28"," 0","373","1007","0.0","0.00","29.64","29.99"," 4.0","20","4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Saturday",634
"13113",16,2013-10-26,"56","29","43","M","28","38","22"," 0","-","-","M","0.00","29.93","30.00"," 8.2","23","8.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Saturday",NA
"13114",17,2013-10-26,"71","47","59","M","48","52","6"," 0","-","-","0.0","  T","29.47","30.18"," 2.0","19","3.8",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Saturday",NA
"13115",18,2013-10-26,"77","56","67"," 3","54","59","0"," 2","400","1062","0.0","0.79","29.60","30.13"," 7.1","16","10.5",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Saturday",662
"13116",19,2013-10-26,"54","42","48"," 1","29","40","17"," 0","378","1013","0.0","0.00","29.18","29.93","10.9","28","13.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Saturday",635
"13117",20,2013-10-26,"77","55","66","M","55","59","0"," 1","-","-","0.0","1.14","29.40","30.13"," 5.9","15","8.0",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"2013","Q4","Saturday",NA
"13118",1,2013-10-27,"56","36","46","M","31","41","19"," 0","-","-","M","0.01","29.73","29.91"," 7.0","26","8.3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Sunday",NA
"13119",2,2013-10-27,"50","37","44","-2","30","38","21"," 0","374","1008","0.0","  T","28.80","29.92","10.6","27","11.4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Sunday",634
"13120",3,2013-10-27,"68","36","52","-6","34","44","13"," 0","401","1053","0.0","0.00","29.32","30.06"," 0.6","26","3.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Sunday",652
"13121",4,2013-10-27,"75","64","70"," 2","62","64","0"," 5","401","1068","0.0","0.10","29.36","30.05"," 0.7","07","2.1",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Sunday",667
"13122",5,2013-10-27,"M","M","M","M","32","M","M","M","371","1005","M","M","M","29.93","12.6","27","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Sunday",634
"13123",6,2013-10-27,"74","61","68"," 2","63","64","0"," 3","401","1068","0.0","0.37","29.52","30.05"," 0.9","07","2.5",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Sunday",667
"13124",7,2013-10-27,"68","36","52","M","37","46","13"," 0","-","-","0.0","0.00","28.66","30.06"," 2.8","20","5.7",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Sunday",NA
"13125",8,2013-10-27,"74","64","69","M","64","66","0"," 4","-","-","M","0.00","29.70","M"," 1.2","15","1.3",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2013","Q4","Sunday",NA
"13126",9,2013-10-27,"57","29","43","M","29","38","22"," 0","-","-","M","0.00","29.21","29.95"," 2.3","36","7.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Sunday",NA
"13127",10,2013-10-27,"75","51","63","M","48","55","2"," 0","397","1064","M","0.00","30.11","30.13"," 2.2","35","5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Sunday",667
"13128",11,2013-10-27,"75","44","60","-7","47","52","5"," 0","397","1064","0.0","0.00","30.10","30.14"," 0.7","04","1.3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Sunday",667
"13129",12,2013-10-27,"73","48","61","M","47","53","4"," 0","-","-","0.0","0.00","30.09","30.14"," 1.0","03","1.7",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Sunday",NA
"13130",13,2013-10-27,"67","37","52","M","23","39","13"," 0","-","-","M","0.00","24.18","29.92"," 3.0","20","5.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Sunday",NA
"13131",14,2013-10-27,"70","41","56","-1","41","48","9"," 0","407","1061","0.0","0.00","28.66","30.05"," 1.5","24","6.3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Sunday",654
"13132",15,2013-10-27,"55","26","41","-3","29","38","24"," 0","374","1005","0.0","0.00","29.49","29.89"," 3.7","26","5.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Sunday",631
"13133",16,2013-10-27,"56","38","47","M","32","41","18"," 0","-","-","M","0.06","29.76","29.89"," 6.9","26","7.5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Sunday",NA
"13134",17,2013-10-27,"71","39","55","M","37","46","10"," 0","-","-","0.0","0.00","29.38","30.09"," 0.4","02","1.7",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Sunday",NA
"13135",18,2013-10-27,"70","60","65"," 1","56","59","0"," 0","401","1061","0.0","0.00","29.54","30.06"," 1.7","36","3.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Sunday",660
"13136",19,2013-10-27,"54","35","45","-2","28","38","20"," 0","379","1011","0.0","0.00","29.24","30.00"," 7.0","24","7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Sunday",632
"13137",20,2013-10-27,"69","58","64","M","56","59","1"," 0","-","-","0.0","  T","29.34","30.06"," 0.6","28","2.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Sunday",NA
"13138",1,2013-10-28,"60","33","47","M","27","38","18"," 0","-","-","M","0.00","29.99","30.18"," 5.4","26","7.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Monday",NA
"13139",2,2013-10-28,"53","31","42","-4","29","36","23"," 0","375","1007","0.0","0.00","29.04","30.19"," 7.7","27","10.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Monday",632
"13140",3,2013-10-28,"70","51","61"," 3","53","56","4"," 0","402","1052","0.0","0.01","29.34","30.07"," 9.3","15","9.9",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Monday",650
"13141",4,2013-10-28,"82","66","74"," 6","65","68","0"," 9","402","1067","0.0","  T","29.34","30.02"," 4.5","15","5.7",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Monday",665
"13142",5,2013-10-28,"M","M","M","M","29","M","M","M","372","1004","M","M","M","30.20"," 9.2","28","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Monday",632
"13143",6,2013-10-28,"82","65","74"," 9","66","68","0"," 9","402","1067","0.0","  T","29.51","30.02"," 8.0","15","8.3",0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Monday",665
"13144",7,2013-10-28,"67","55","61","M","56","58","4"," 0","-","-","0.0","  T","28.64","30.01","13.4","16","14.0",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Monday",NA
"13145",8,2013-10-28,"86","66","76","M","66","69","0","11","-","-","M","0.01","29.69","M"," 5.5","16","5.7",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Monday",NA
"13146",9,2013-10-28,"44","30","37","M","22","31","28"," 0","-","-","M","0.00","29.64","30.40"," 6.5","05","7.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Monday",NA
"13147",10,2013-10-28,"78","57","68","M","56","61","0"," 3","398","1063","M","0.00","30.15","30.19"," 3.6","02","4.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Monday",665
"13148",11,2013-10-28,"79","48","64","-3","54","57","1"," 0","398","1063","0.0","0.00","30.14","30.19"," 2.1","06","2.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Monday",665
"13149",12,2013-10-28,"77","54","66","M","55","59","0"," 1","-","-","0.0","0.00","30.14","30.19"," 2.7","05","3.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Monday",NA
"13150",13,2013-10-28,"47","31","39","M","30","33","26"," 0","-","-","M","  T","24.19","29.99"," 3.0","02","6.4",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Monday",NA
"13151",14,2013-10-28,"68","56","62"," 5","57","59","3"," 0","408","1060","0.0","0.00","28.64","30.01","13.0","15","13.4",0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Monday",652
"13152",15,2013-10-28,"57","22","40","-4","27","33","25"," 0","375","1004","0.0","0.00","29.75","30.17"," 3.6","30","5.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Monday",629
"13153",16,2013-10-28,"60","33","47","M","28","38","18"," 0","-","-","M","0.00","30.01","30.15"," 6.6","29","8.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Monday",NA
"13154",17,2013-10-28,"72","49","M","M","55","59","M","M","-","-","0.0","  T","29.39","30.10"," 6.9","16","7.5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Monday",NA
"13155",18,2013-10-28,"78","59","69"," 5","62","65","0"," 4","402","1060","0.0","  T","29.52","30.04"," 9.9","14","10.3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Monday",658
"13156",19,2013-10-28,"45","37","41","-5","34","39","24"," 0","381","1010","0.0","0.00","29.59","30.32","11.8","03","12.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Monday",629
"13157",20,2013-10-28,"77","58","68","M","63","65","0"," 3","-","-","0.0","0.00","29.33","30.03"," 6.5","14","7.2",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Monday",NA
"13158",1,2013-10-29,"50","27","39","M","22","32","26"," 0","-","-","M","0.00","30.24","30.42"," 0.8","25","1.8",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Tuesday",NA
"13159",2,2013-10-29,"45","32","39","-6","17","30","26"," 0","377","1006","0.0","0.00","29.26","30.39"," 3.1","33","5.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Tuesday",629
"13160",3,2013-10-29,"76","62","69","12","62","65","0"," 4","403","1051","0.0","0.04","29.25","29.97","13.8","17","14.0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Tuesday",648
"13161",4,2013-10-29,"84","71","78","11","67","70","0","13","403","1066","0.0","0.00","29.33","30.01"," 5.3","16","7.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Tuesday",663
"13162",5,2013-10-29,"M","M","M","M","M","M","M","M","373","1003","M","M","M","M","M","M","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Tuesday",630
"13163",6,2013-10-29,"85","70","78","13","68","70","0","13","402","1066","0.0","0.00","29.49","30.00","10.6","16","10.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Tuesday",664
"13164",7,2013-10-29,"76","67","72","M","63","66","0"," 7","-","-","0.0","0.01","28.57","29.93","17.4","18","17.5",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Tuesday",NA
"13165",8,2013-10-29,"86","72","79","M","70","72","0","14","-","-","M","0.00","29.68","M"," 7.3","16","7.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Tuesday",NA
"13166",9,2013-10-29,"42","31","37","M","29","35","28"," 0","-","-","M","0.02","29.44","30.26"," 5.6","09","5.9",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Tuesday",NA
"13167",10,2013-10-29,"86","63","M","M","61","65","M","M","399","1062","M","0.00","30.21","30.24"," 8.2","02","9.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Tuesday",663
"13168",11,2013-10-29,"77","53","65","-2","58","61","0"," 0","399","1062","0.0","0.00","30.21","30.25"," 4.8","05","5.0",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Tuesday",663
"13169",12,2013-10-29,"78","58","68","M","60","63","0"," 3","-","-","0.0","0.00","30.19","30.25"," 5.4","04","5.9",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Tuesday",NA
"13170",13,2013-10-29,"43","32","38","M","31","33","27"," 0","-","-","M","0.01","24.13","29.99"," 3.5","01","4.9",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Tuesday",NA
"13171",14,2013-10-29,"76","67","72","16","65","67","0"," 7","409","1059","0.0","  T","28.58","29.94","16.2","18","16.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Tuesday",650
"13172",15,2013-10-29,"48","17","33","-10","18","26","32"," 0","377","1002","0.0","0.00","30.01","30.41"," 0.5","33","0.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Tuesday",625
"13173",16,2013-10-29,"50","27","39","M","26","32","26"," 0","-","-","M","0.00","30.27","30.38"," 2.3","35","4.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Tuesday",NA
"13174",17,2013-10-29,"77","63","70","M","65","67","0"," 5","-","-","0.0","0.02","29.31","30.01"," 9.3","18","9.4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Tuesday",NA
"13175",18,2013-10-29,"78","71","75","11","66","69","0","10","403","1060","0.0","  T","29.51","30.02","14.4","16","14.6",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Tuesday",657
"13176",19,2013-10-29,"50","37","44","-2","40","42","21"," 0","382","1008","0.0","0.00","29.51","30.29"," 3.9","11","5.3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Tuesday",626
"13177",20,2013-10-29,"77","69","73","M","67","69","0"," 8","-","-","0.0","0.00","29.31","30.02","10.2","15","10.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Tuesday",NA
"13178",1,2013-10-30,"50","32","41","M","31","36","24"," 0","-","-","M","0.06","30.12","30.28"," 1.1","21","1.1",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Wednesday",NA
"13179",2,2013-10-30,"51","33","42","-3","32","38","23"," 0","378","1004","0.0","0.01","29.15","30.26"," 6.8","25","6.9",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Wednesday",626
"13180",3,2013-10-30,"71","65","68","12","62","64","0"," 3","404","1050","0.0","0.84","29.12","29.85","14.8","17","15.0",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Wednesday",646
"13181",4,2013-10-30,"84","72","78","11","72","73","0","13","404","1066","0.0","3.24","29.18","29.88"," 3.0","19","5.0",1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Wednesday",662
"13182",5,2013-10-30,"M","M","M","M","M","M","M","M","375","1001","M","M","M","M","M","M","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Wednesday",626
"13183",6,2013-10-30,"85","72","79","14","72","74","0","14","403","1065","0.0","0.64","29.34","29.87"," 9.3","17","9.9",1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Wednesday",662
"13184",7,2013-10-30,"77","66","72","M","64","67","0"," 7","-","-","0.0","  T","28.43","29.80","18.4","18","18.6",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Wednesday",NA
"13185",8,2013-10-30,"87","75","81","M","72","75","0","16","-","-","M","0.06","29.56","M"," 8.6","17","8.7",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2013","Q4","Wednesday",NA
"13186",9,2013-10-30,"50","40","45","M","44","M","20"," 0","-","-","M","0.05","29.07","29.91"," 2.8","14","3.0",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Wednesday",NA
"13187",10,2013-10-30,"79","66","73","M","63","66","0"," 8","399","1061","M","0.00","30.19","30.21"," 7.1","03","8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Wednesday",662
"13188",11,2013-10-30,"80","56","68"," 2","60","63","0"," 3","400","1061","0.0","0.00","M","30.22"," 4.3","05","4.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Wednesday",661
"13189",12,2013-10-30,"79","59","69","M","62","65","0"," 4","-","-","0.0","0.00","30.19","30.22"," 4.7","05","5.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Wednesday",NA
"13190",13,2013-10-30,"53","30","42","M","30","35","23"," 0","-","-","M","0.10","24.08","29.86"," 0.9","12","6.0",0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Wednesday",NA
"13191",14,2013-10-30,"76","66","71","15","66","67","0"," 6","410","1058","0.0","0.02","28.43","29.81","16.7","18","16.8",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Wednesday",648
"13192",15,2013-10-30,"49","24","37","-6","27","32","28"," 0","378","1001","  T","  T","29.88","30.27"," 1.1","28","1.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Wednesday",623
"13193",16,2013-10-30,"49","29","39","M","33","36","26"," 0","-","-","M","0.05","30.14","30.25"," 0.5","25","0.5",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Wednesday",NA
"13194",17,2013-10-30,"72","65","69","M","64","66","0"," 4","-","-","0.0","0.89","29.18","29.90"," 8.9","18","9.1",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Wednesday",NA
"13195",18,2013-10-30,"73","67","70"," 7","66","67","0"," 5","403","1059","0.0","0.06","29.36","29.91","15.8","15","16.3",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Wednesday",656
"13196",19,2013-10-30,"64","40","52"," 6","48","50","13"," 0","383","1007","0.0","0.02","29.21","30.01"," 6.2","16","6.7",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Wednesday",624
"13197",20,2013-10-30,"73","66","70","M","66","67","0"," 5","-","-","0.0","0.08","29.16","29.90","11.6","14","11.9",1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,"2013","Q4","Wednesday",NA
"13198",1,2013-10-31,"63","31","47","M","45","47","18"," 0","-","-","M","0.10","29.96","30.07"," 3.1","19","3.4",0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Thursday",NA
"13199",2,2013-10-31,"60","39","50"," 5","50","51","15"," 0","379","1003","0.0","0.14","29.00","30.06","10.6","21","11.0",0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Thursday",624
"13200",3,2013-10-31,"70","54","62"," 6","52","57","3"," 0","405","1049","0.0","0.25","28.94","29.66"," 7.5","24","10.8",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Thursday",644
"13201",4,2013-10-31,"82","54","68"," 1","54","62","0"," 3","404","1065","0.0","1.43","29.15","29.84"," 2.0","29","4.6",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Thursday",661
"13202",5,2013-10-31,"M","M","M","M","51","M","M","M","376","1000","M","M","M","30.09","14.5","18","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Thursday",624
"13203",6,2013-10-31,"82","51","67"," 3","57","62","0"," 2","404","1065","0.0","2.49","29.31","29.83"," 2.7","27","5.9",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2013","Q4","Thursday",661
